Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
L. Mitchell
SOU @ MAN | WFB
$493K  |  -$16k ( -$16k ), -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,, -$16k ,59,32.3,,16,,,,5,8,,10,6,-4,,,,,,17,,1,,,,,,
J. Nanai
NQL @ DOL | EDG
$474K  |  -$75k ( -$75k ), -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,, -$75k ,58,43.5,,8,,,,5,4,2,23,4,-2,,,-2,4,,12,,,,,,,,
T. Flegler
DOL v NQL | MID
$614K  |  $101k ( $101k ), $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,, $101k ,56,48.3,,8,,,,,4,,33,6,,,,-2,,,10,,,-2,,,,-1,
J. Kerr
DOL v NQL | EDG
$313K  |  -$65k ( -$65k ), -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,, -$65k ,54,30.2,,8,,,,,4,,22,4,-2,2,8,,,,8,,,,,,,,
R. Robson
NQL @ DOL | HOK
$580K  |  -$80k ( -$80k ), -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,, -$80k ,52,49,,,,,,5,,2,42,,-4,,,,4,,6,,,-2,,,,-1,
T. Dearden
NQL @ DOL | HLF
$594K  |  $63k ( $63k ), $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,, $63k ,51,43.5,,8,,,,,4,,22,8,-6,,,,4,,9,2,1,,,,,-1,
M. Taulagi
NQL @ DOL | WFB
